application_id,period,age,income_sgd,loan_amount_sgd,loan_tenure_months,credit_history_months,num_existing_loans,employment_status,gender,ethnicity,postal_district,debt_to_income,model_score,approved,actual_default
LIV-02175,2025-2026 (Live),60,68505,74888,36,52,0,Contract,M,Chinese,10,0.3644,0.5651,1,0
LIV-02176,2025-2026 (Live),42,73514,136383,36,202,5,Self-Employed,M,Chinese,5,0.6184,0.4381,0,0
LIV-02177,2025-2026 (Live),66,110031,114307,60,132,0,Self-Employed,F,Chinese,22,0.2078,0.8077,1,0
LIV-02178,2025-2026 (Live),59,27898,152184,60,132,0,Contract,M,Indian,9,1.091,0.7061,1,0
LIV-02179,2025-2026 (Live),28,91688,95271,60,216,5,Unemployed,F,Chinese,17,0.2078,0.5341,1,1
LIV-02180,2025-2026 (Live),66,151448,9117,60,81,0,Salaried,F,Chinese,19,0.012,0.7864,1,0
LIV-02181,2025-2026 (Live),46,59859,41226,60,47,5,Salaried,M,Chinese,27,0.1377,0.6506,1,0
LIV-02182,2025-2026 (Live),47,114695,139590,60,23,0,Self-Employed,F,Chinese,5,0.2434,0.7288,1,1
LIV-02183,2025-2026 (Live),27,37579,116113,36,200,3,Salaried,M,Chinese,1,1.0299,0.6418,1,0
LIV-02184,2025-2026 (Live),41,47974,143303,60,234,5,Salaried,M,Chinese,7,0.5974,0.5118,1,0
LIV-02185,2025-2026 (Live),39,59229,34461,84,202,1,Salaried,F,Indian,1,0.0831,0.9189,1,0
LIV-02186,2025-2026 (Live),41,47441,133518,60,205,1,Salaried,F,Chinese,10,0.5629,0.5112,1,1
LIV-02187,2025-2026 (Live),61,26838,117065,48,41,1,Salaried,M,Chinese,26,1.0905,0.8028,1,0
LIV-02188,2025-2026 (Live),39,20834,66477,36,136,3,Self-Employed,F,Chinese,3,1.0636,0.4866,1,1
LIV-02189,2025-2026 (Live),22,79948,90682,60,191,0,Self-Employed,F,Chinese,27,0.2269,0.8494,1,0
LIV-02190,2025-2026 (Live),54,75639,16385,48,196,2,Unemployed,M,Chinese,17,0.0542,0.5669,1,0
LIV-02191,2025-2026 (Live),60,14175,77225,48,121,0,Salaried,M,Chinese,25,1.362,0.6718,1,1
LIV-02192,2025-2026 (Live),44,66624,49907,48,90,4,Salaried,M,Chinese,23,0.1873,0.8231,1,0
LIV-02193,2025-2026 (Live),35,54433,58401,60,138,0,Salaried,M,Chinese,10,0.2146,0.99,1,0
LIV-02194,2025-2026 (Live),49,29992,175856,24,219,5,Self-Employed,M,Malay,9,2.9317,0.3943,0,1
LIV-02195,2025-2026 (Live),42,53894,84098,24,136,5,Salaried,M,Chinese,9,0.7802,0.6707,1,0
LIV-02196,2025-2026 (Live),65,22764,29763,36,76,1,Unemployed,F,Chinese,11,0.4358,0.4428,0,1
LIV-02197,2025-2026 (Live),58,32310,27032,48,60,0,Contract,F,Chinese,13,0.2092,0.7952,1,0
LIV-02198,2025-2026 (Live),28,24884,16120,48,82,0,Self-Employed,F,Chinese,27,0.162,0.6805,1,0
LIV-02199,2025-2026 (Live),33,75424,124804,48,71,5,Salaried,M,Chinese,9,0.4137,0.5086,1,0
LIV-02200,2025-2026 (Live),58,34438,114443,24,54,4,Salaried,F,Chinese,26,1.6616,0.463,1,0
LIV-02201,2025-2026 (Live),60,30959,175220,60,195,2,Salaried,F,Chinese,21,1.1319,0.6336,1,1
LIV-02202,2025-2026 (Live),49,26863,55030,36,107,2,Salaried,F,Chinese,12,0.6828,0.6916,1,1
LIV-02203,2025-2026 (Live),28,68600,134871,84,24,1,Salaried,M,Malay,7,0.2809,0.7933,1,0
LIV-02204,2025-2026 (Live),66,63360,91794,60,126,5,Salaried,M,Chinese,22,0.2898,0.7663,1,0
LIV-02205,2025-2026 (Live),38,33405,150303,24,198,2,Salaried,F,Malay,22,2.2497,0.5182,1,0
LIV-02206,2025-2026 (Live),58,56287,144574,24,55,1,Contract,F,Chinese,3,1.2843,0.692,1,1
LIV-02207,2025-2026 (Live),35,6416,138955,48,26,3,Salaried,M,Malay,12,5.4144,0.6237,1,1
LIV-02208,2025-2026 (Live),64,24549,108836,24,231,4,Unemployed,M,Chinese,26,2.2167,0.1359,0,1
LIV-02209,2025-2026 (Live),25,92263,177518,48,150,0,Salaried,M,Chinese,13,0.481,0.7145,1,0
LIV-02210,2025-2026 (Live),43,36321,144152,24,39,4,Salaried,F,Chinese,22,1.9844,0.6852,1,0
LIV-02211,2025-2026 (Live),38,20180,65922,48,114,2,Salaried,F,Chinese,10,0.8167,0.6696,1,0
LIV-02212,2025-2026 (Live),56,132833,62785,48,220,5,Contract,M,Chinese,6,0.1182,0.7423,1,1
LIV-02213,2025-2026 (Live),67,14652,59181,48,57,0,Salaried,M,Chinese,21,1.0098,0.6325,1,0
LIV-02214,2025-2026 (Live),53,19053,37195,36,35,4,Salaried,M,Chinese,20,0.6507,0.6921,1,1
LIV-02215,2025-2026 (Live),59,23923,55590,24,201,4,Salaried,M,Chinese,26,1.1619,0.5787,1,0
LIV-02216,2025-2026 (Live),52,26306,118122,60,159,5,Contract,M,Chinese,5,0.8981,0.4903,1,1
LIV-02217,2025-2026 (Live),46,101918,135047,36,238,5,Salaried,F,Chinese,23,0.4417,0.5093,1,1
LIV-02218,2025-2026 (Live),31,37215,158856,24,127,1,Salaried,M,Chinese,13,2.1343,0.6654,1,0
LIV-02219,2025-2026 (Live),23,191185,109891,48,150,5,Contract,M,Chinese,20,0.1437,0.6787,1,0
LIV-02220,2025-2026 (Live),48,11948,170980,60,167,5,Salaried,F,Chinese,25,2.8621,0.5044,1,1
LIV-02221,2025-2026 (Live),33,81148,57827,36,110,5,Unemployed,M,Chinese,20,0.2375,0.4963,1,0
LIV-02222,2025-2026 (Live),37,32618,59231,48,175,3,Salaried,F,Chinese,9,0.454,0.7099,1,0
LIV-02223,2025-2026 (Live),37,32640,132043,48,151,4,Salaried,M,Malay,26,1.0114,0.6565,1,1
LIV-02224,2025-2026 (Live),24,31169,171772,12,212,5,Salaried,M,Other,9,5.511,0.6444,1,0
LIV-02225,2025-2026 (Live),46,34978,154718,60,166,0,Salaried,F,Other,7,0.8847,0.6245,1,0
LIV-02226,2025-2026 (Live),39,75298,162094,60,39,3,Unemployed,F,Chinese,7,0.4305,0.2349,0,1
LIV-02227,2025-2026 (Live),60,27543,168423,24,28,3,Salaried,F,Malay,26,3.0575,0.5332,1,0
LIV-02228,2025-2026 (Live),63,42281,122026,24,44,5,Salaried,F,Chinese,1,1.443,0.662,1,1
LIV-02229,2025-2026 (Live),61,85895,25325,12,108,0,Salaried,M,Chinese,18,0.2948,0.8116,1,0
LIV-02230,2025-2026 (Live),53,10712,155878,84,90,3,Salaried,M,Chinese,12,2.0788,0.7163,1,1
LIV-02231,2025-2026 (Live),24,159817,70014,48,33,2,Salaried,F,Chinese,14,0.1095,0.7947,1,0
LIV-02232,2025-2026 (Live),29,93680,136732,84,89,3,Salaried,M,Chinese,15,0.2085,0.8086,1,0
LIV-02233,2025-2026 (Live),26,58345,74870,48,14,1,Salaried,M,Chinese,3,0.3208,0.99,1,1
LIV-02234,2025-2026 (Live),41,55094,135783,24,69,3,Salaried,F,Chinese,3,1.2323,0.7974,1,0
LIV-02235,2025-2026 (Live),65,49821,175130,36,216,4,Salaried,M,Indian,19,1.1717,0.5573,1,0
LIV-02236,2025-2026 (Live),46,28736,150730,48,81,5,Salaried,F,Indian,9,1.3113,0.7491,1,0
LIV-02237,2025-2026 (Live),27,74390,80032,36,70,3,Salaried,M,Chinese,27,0.3586,0.586,1,1
LIV-02238,2025-2026 (Live),49,37585,163888,24,129,1,Contract,F,Chinese,18,2.1802,0.6136,1,0
LIV-02239,2025-2026 (Live),44,22255,153365,36,97,1,Contract,F,Chinese,1,2.2971,0.6484,1,0
LIV-02240,2025-2026 (Live),45,97656,90905,48,128,5,Salaried,M,Chinese,17,0.2327,0.7972,1,0
LIV-02241,2025-2026 (Live),31,24175,138390,36,120,3,Salaried,M,Chinese,22,1.9082,0.4482,0,0
LIV-02242,2025-2026 (Live),31,76132,149665,84,181,2,Salaried,F,Chinese,12,0.2808,0.8157,1,1
LIV-02243,2025-2026 (Live),54,38267,143243,48,124,3,Self-Employed,M,Chinese,23,0.9358,0.4448,0,1
LIV-02244,2025-2026 (Live),30,61601,81482,24,109,0,Self-Employed,M,Chinese,18,0.6614,0.5645,1,1
LIV-02245,2025-2026 (Live),39,22794,19939,48,129,1,Self-Employed,M,Chinese,2,0.2187,0.675,1,1
LIV-02246,2025-2026 (Live),24,22411,132134,60,233,3,Self-Employed,M,Chinese,24,1.1792,0.4663,1,1
LIV-02247,2025-2026 (Live),54,69676,126756,48,163,2,Salaried,M,Chinese,7,0.4548,0.6898,1,1
LIV-02248,2025-2026 (Live),31,115413,62651,36,195,2,Contract,F,Other,4,0.1809,0.7917,1,0
LIV-02249,2025-2026 (Live),48,92794,171599,24,27,2,Unemployed,M,Malay,23,0.9246,0.4028,0,1
LIV-02250,2025-2026 (Live),56,52386,141161,48,214,4,Self-Employed,M,Chinese,4,0.6737,0.5846,1,1
LIV-02251,2025-2026 (Live),39,20605,51240,24,102,4,Salaried,F,Chinese,21,1.2434,0.4488,0,1
LIV-02252,2025-2026 (Live),28,10353,72325,36,147,4,Self-Employed,F,Chinese,27,2.3286,0.4377,0,1
LIV-02253,2025-2026 (Live),28,144939,40268,24,164,5,Contract,M,Malay,11,0.1389,0.6812,1,0
LIV-02254,2025-2026 (Live),43,29757,134499,48,58,0,Contract,M,Chinese,24,1.13,0.6902,1,1
LIV-02255,2025-2026 (Live),31,100268,151434,60,43,0,Self-Employed,M,Chinese,27,0.3021,0.7062,1,0
LIV-02256,2025-2026 (Live),48,61785,130506,36,139,5,Contract,M,Chinese,27,0.7041,0.5028,1,1
LIV-02257,2025-2026 (Live),66,10776,41403,24,31,3,Unemployed,F,Chinese,4,1.9211,0.156,0,1
LIV-02258,2025-2026 (Live),25,37960,157907,36,37,4,Salaried,F,Malay,27,1.3866,0.6865,1,0
LIV-02259,2025-2026 (Live),33,57036,105948,48,30,4,Self-Employed,F,Indian,23,0.4644,0.5029,1,1
LIV-02260,2025-2026 (Live),24,14264,156092,60,17,0,Salaried,F,Chinese,15,2.1886,0.6093,1,1
LIV-02261,2025-2026 (Live),64,32737,30917,48,156,2,Self-Employed,F,Malay,2,0.2361,0.8993,1,0
LIV-02262,2025-2026 (Live),24,20941,62071,36,225,2,Self-Employed,F,Chinese,2,0.988,0.6505,1,0
LIV-02263,2025-2026 (Live),46,106481,154640,84,50,5,Salaried,M,Chinese,9,0.2075,0.8771,1,1
LIV-02264,2025-2026 (Live),47,24848,151998,48,156,5,Self-Employed,F,Chinese,26,1.5293,0.3773,0,0
LIV-02265,2025-2026 (Live),61,56272,156945,48,90,5,Contract,F,Indian,13,0.6973,0.5875,1,1
LIV-02266,2025-2026 (Live),28,24624,20150,48,222,1,Salaried,F,Indian,15,0.2046,0.7638,1,1
LIV-02267,2025-2026 (Live),67,27360,109115,36,62,5,Salaried,M,Chinese,24,1.3294,0.6121,1,1
LIV-02268,2025-2026 (Live),55,38036,60625,60,111,3,Self-Employed,M,Chinese,19,0.3188,0.5641,1,0
LIV-02269,2025-2026 (Live),31,45256,15914,36,225,3,Salaried,F,Chinese,7,0.1172,0.7653,1,0
LIV-02270,2025-2026 (Live),24,43582,125033,36,80,4,Contract,F,Chinese,17,0.9563,0.517,1,0
LIV-02271,2025-2026 (Live),49,14220,108923,36,19,0,Self-Employed,M,Chinese,16,2.5533,0.6504,1,1
LIV-02272,2025-2026 (Live),32,76712,103487,48,158,3,Salaried,M,Chinese,4,0.3373,0.7308,1,0
LIV-02273,2025-2026 (Live),53,115389,94071,84,30,2,Contract,M,Chinese,4,0.1165,0.795,1,0
LIV-02274,2025-2026 (Live),29,47595,122946,36,185,0,Salaried,F,Chinese,8,0.8611,0.6148,1,0
LIV-02275,2025-2026 (Live),41,38822,69934,84,230,4,Salaried,M,Malay,20,0.2573,0.785,1,0
LIV-02276,2025-2026 (Live),26,86581,97553,48,84,5,Salaried,M,Chinese,11,0.2817,0.7583,1,0
LIV-02277,2025-2026 (Live),62,60473,112490,60,134,4,Salaried,F,Chinese,9,0.372,0.7233,1,0
LIV-02278,2025-2026 (Live),34,42120,163561,36,223,3,Salaried,F,Chinese,26,1.2944,0.5399,1,0
LIV-02279,2025-2026 (Live),32,31885,147603,36,11,3,Salaried,M,Chinese,23,1.5431,0.578,1,1
LIV-02280,2025-2026 (Live),55,43175,68760,48,214,5,Contract,M,Chinese,14,0.3981,0.5049,1,0
LIV-02281,2025-2026 (Live),65,13349,78676,84,188,1,Contract,M,Chinese,10,0.842,0.7576,1,1
LIV-02282,2025-2026 (Live),24,50790,18774,60,42,5,Self-Employed,M,Chinese,27,0.0739,0.779,1,0
LIV-02283,2025-2026 (Live),36,111908,94921,60,48,5,Self-Employed,F,Other,16,0.1696,0.7576,1,0
LIV-02284,2025-2026 (Live),54,11062,39220,48,106,3,Salaried,M,Malay,14,0.8864,0.5571,1,1
LIV-02285,2025-2026 (Live),64,9565,25323,60,39,3,Self-Employed,M,Malay,21,0.5295,0.5222,1,0
LIV-02286,2025-2026 (Live),31,73519,128565,60,197,2,Salaried,M,Malay,24,0.3497,0.9633,1,0
LIV-02287,2025-2026 (Live),24,175682,179812,48,159,2,Salaried,M,Chinese,20,0.2559,0.7956,1,1
LIV-02288,2025-2026 (Live),67,155922,62967,36,190,0,Salaried,M,Chinese,10,0.1346,0.8898,1,0
LIV-02289,2025-2026 (Live),62,37066,88826,84,229,3,Contract,M,Chinese,27,0.3423,0.7823,1,0
LIV-02290,2025-2026 (Live),35,65486,10699,36,14,3,Contract,F,Chinese,22,0.0545,0.6741,1,0
LIV-02291,2025-2026 (Live),54,95305,94018,48,89,4,Salaried,M,Chinese,21,0.2466,0.7141,1,0
LIV-02292,2025-2026 (Live),54,16938,117287,36,211,2,Salaried,F,Chinese,26,2.3082,0.602,1,1
LIV-02293,2025-2026 (Live),57,13266,16349,36,11,4,Contract,F,Chinese,19,0.4108,0.5732,1,0
LIV-02294,2025-2026 (Live),44,37413,14726,24,232,3,Self-Employed,F,Chinese,8,0.1968,0.8053,1,0
LIV-02295,2025-2026 (Live),22,23984,70325,36,236,2,Self-Employed,M,Chinese,6,0.9774,0.6609,1,0
LIV-02296,2025-2026 (Live),48,52948,24065,60,110,3,Salaried,M,Chinese,20,0.0909,0.9086,1,0
LIV-02297,2025-2026 (Live),53,34028,81617,84,238,1,Salaried,F,Indian,1,0.3426,0.9185,1,0
LIV-02298,2025-2026 (Live),42,141137,67565,60,153,5,Salaried,M,Chinese,16,0.0957,0.7549,1,0
LIV-02299,2025-2026 (Live),65,68134,170699,36,157,4,Salaried,F,Chinese,26,0.8351,0.586,1,0
LIV-02300,2025-2026 (Live),41,38847,132601,24,92,2,Contract,M,Chinese,1,1.7067,0.5442,1,1
LIV-02301,2025-2026 (Live),48,11319,20785,60,157,2,Contract,M,Chinese,3,0.3673,0.7014,1,0
LIV-02302,2025-2026 (Live),57,57862,31352,12,76,3,Salaried,M,Chinese,8,0.5418,0.5448,1,0
LIV-02303,2025-2026 (Live),62,52558,74975,60,232,3,Salaried,F,Malay,8,0.2853,0.7866,1,1
LIV-02304,2025-2026 (Live),53,37130,112048,60,189,0,Salaried,M,Chinese,2,0.6035,0.7065,1,1
LIV-02305,2025-2026 (Live),60,29646,11036,60,170,0,Unemployed,M,Chinese,12,0.0745,0.5558,1,1
LIV-02306,2025-2026 (Live),50,30420,115235,48,21,4,Salaried,F,Indian,16,0.947,0.689,1,1
LIV-02307,2025-2026 (Live),67,113817,16513,84,234,2,Contract,F,Chinese,11,0.0207,0.9427,1,0
LIV-02308,2025-2026 (Live),44,104282,109284,48,232,3,Contract,F,Chinese,17,0.262,0.7322,1,1
LIV-02309,2025-2026 (Live),56,34695,55241,84,16,4,Unemployed,M,Chinese,14,0.2275,0.5439,1,0
LIV-02310,2025-2026 (Live),36,56848,21415,60,150,2,Salaried,F,Malay,5,0.0753,0.8613,1,0
LIV-02311,2025-2026 (Live),64,59344,68328,24,24,3,Contract,M,Chinese,1,0.5757,0.5564,1,0
LIV-02312,2025-2026 (Live),31,19015,69124,60,69,0,Contract,M,Chinese,8,0.727,0.6446,1,0
LIV-02313,2025-2026 (Live),36,27557,110801,36,36,2,Contract,M,Indian,9,1.3403,0.8049,1,0
LIV-02314,2025-2026 (Live),46,103400,41911,60,217,3,Self-Employed,F,Chinese,2,0.0811,0.8208,1,0
LIV-02315,2025-2026 (Live),38,22499,96132,12,56,4,Salaried,M,Chinese,13,4.2727,0.6291,1,0
LIV-02316,2025-2026 (Live),52,30142,14205,36,212,4,Contract,F,Indian,11,0.1571,0.717,1,0
LIV-02317,2025-2026 (Live),32,38088,162115,60,98,1,Contract,F,Indian,16,0.8513,0.576,1,0
LIV-02318,2025-2026 (Live),41,37511,171220,84,69,2,Self-Employed,M,Chinese,4,0.6521,0.5731,1,0
LIV-02319,2025-2026 (Live),52,23683,21543,36,21,4,Salaried,F,Chinese,22,0.3032,0.8596,1,0
LIV-02320,2025-2026 (Live),37,34245,84971,48,208,2,Salaried,F,Chinese,7,0.6203,0.6716,1,1
LIV-02321,2025-2026 (Live),57,12266,67723,48,202,4,Contract,F,Chinese,21,1.3803,0.5325,1,1
LIV-02322,2025-2026 (Live),60,65096,98010,84,3,2,Salaried,M,Chinese,17,0.2151,0.77,1,0
LIV-02323,2025-2026 (Live),32,40177,70711,48,57,2,Salaried,F,Chinese,7,0.44,0.6628,1,0
LIV-02324,2025-2026 (Live),41,16902,25569,84,171,2,Salaried,M,Malay,23,0.2161,0.8517,1,0
LIV-02325,2025-2026 (Live),47,29215,46890,84,73,1,Self-Employed,F,Indian,21,0.2293,0.8883,1,1
LIV-02326,2025-2026 (Live),47,10595,163115,84,16,0,Contract,M,Chinese,2,2.1994,0.5869,1,1
LIV-02327,2025-2026 (Live),63,20300,175218,60,229,5,Salaried,M,Chinese,18,1.7263,0.4993,1,1
LIV-02328,2025-2026 (Live),27,13983,126657,24,145,2,Contract,M,Chinese,9,4.529,0.6268,1,0
LIV-02329,2025-2026 (Live),66,189713,123433,48,180,0,Salaried,M,Chinese,9,0.1627,0.8113,1,1
LIV-02330,2025-2026 (Live),56,51084,64297,60,18,5,Unemployed,M,Chinese,11,0.2517,0.4529,1,0
LIV-02331,2025-2026 (Live),29,43800,49375,84,85,0,Self-Employed,F,Chinese,4,0.161,0.8469,1,0
LIV-02332,2025-2026 (Live),28,23338,51905,60,60,0,Salaried,M,Indian,4,0.4448,0.7353,1,0
LIV-02333,2025-2026 (Live),58,51327,156025,48,56,4,Unemployed,M,Indian,23,0.76,0.2871,0,0
LIV-02334,2025-2026 (Live),37,47316,143317,36,78,3,Self-Employed,M,Chinese,5,1.0096,0.4327,0,1
LIV-02335,2025-2026 (Live),30,71026,97817,48,43,5,Contract,M,Chinese,17,0.3443,0.6826,1,0
LIV-02336,2025-2026 (Live),32,31273,96419,48,146,0,Salaried,M,Chinese,5,0.7708,0.99,1,1
LIV-02337,2025-2026 (Live),42,28856,24273,36,152,2,Salaried,F,Chinese,4,0.2804,0.99,1,1
LIV-02338,2025-2026 (Live),67,28379,173809,48,36,3,Unemployed,M,Malay,3,1.5311,0.2735,0,1
LIV-02339,2025-2026 (Live),28,36181,150349,12,145,4,Salaried,M,Other,1,4.1555,0.6251,1,0
LIV-02340,2025-2026 (Live),33,47274,43116,60,57,1,Contract,M,Indian,25,0.1824,0.5626,1,0
LIV-02341,2025-2026 (Live),61,99796,13975,12,11,0,Contract,M,Chinese,20,0.14,0.6589,1,0
LIV-02342,2025-2026 (Live),42,95877,97390,48,31,0,Salaried,F,Chinese,3,0.2539,0.9423,1,0
LIV-02343,2025-2026 (Live),26,37410,37934,48,153,4,Salaried,F,Chinese,8,0.2535,0.7439,1,1
LIV-02344,2025-2026 (Live),27,215421,43939,84,153,2,Self-Employed,M,Malay,23,0.0291,0.7604,1,0
LIV-02345,2025-2026 (Live),64,58719,51470,84,174,5,Salaried,M,Chinese,6,0.1252,0.7953,1,0
LIV-02346,2025-2026 (Live),47,61852,148166,48,169,5,Salaried,F,Indian,27,0.5989,0.6918,1,0
LIV-02347,2025-2026 (Live),50,72833,176752,48,219,5,Salaried,F,Chinese,22,0.6067,0.4554,1,0
LIV-02348,2025-2026 (Live),24,96980,148252,36,88,2,Salaried,M,Chinese,2,0.5096,0.6012,1,1
LIV-02349,2025-2026 (Live),32,80691,133480,12,221,3,Contract,M,Chinese,25,1.6542,0.5691,1,0
LIV-02350,2025-2026 (Live),44,29496,117443,36,50,3,Salaried,M,Malay,1,1.3272,0.5395,1,1
LIV-02351,2025-2026 (Live),46,33803,10142,60,40,2,Salaried,F,Chinese,20,0.06,0.98,1,0
LIV-02352,2025-2026 (Live),33,18152,39313,48,229,1,Salaried,M,Malay,4,0.5414,0.6494,1,1
LIV-02353,2025-2026 (Live),22,61383,168876,60,205,2,Contract,M,Chinese,27,0.5502,0.4497,0,0
LIV-02354,2025-2026 (Live),25,79366,163806,60,192,1,Salaried,M,Chinese,9,0.4128,0.6303,1,0
LIV-02355,2025-2026 (Live),22,82269,116590,24,96,4,Salaried,M,Chinese,12,0.7086,0.7136,1,0
LIV-02356,2025-2026 (Live),27,50805,14499,36,60,5,Unemployed,F,Chinese,19,0.0951,0.3088,0,1
LIV-02357,2025-2026 (Live),55,64697,176137,48,126,1,Salaried,F,Chinese,25,0.6806,0.7144,1,0
LIV-02358,2025-2026 (Live),48,14635,18789,60,202,5,Salaried,F,Chinese,14,0.2568,0.8257,1,0
LIV-02359,2025-2026 (Live),66,32323,11756,60,34,4,Contract,F,Chinese,18,0.0727,0.7153,1,1
LIV-02360,2025-2026 (Live),37,30451,93019,48,84,5,Self-Employed,M,Chinese,17,0.7637,0.4581,1,0
LIV-02361,2025-2026 (Live),32,109897,40698,84,21,5,Self-Employed,M,Chinese,23,0.0529,0.6624,1,1
LIV-02362,2025-2026 (Live),35,53131,107345,36,196,0,Salaried,M,Chinese,18,0.6735,0.654,1,1
LIV-02363,2025-2026 (Live),59,51887,76597,36,39,2,Salaried,F,Chinese,17,0.4921,0.7577,1,0
LIV-02364,2025-2026 (Live),31,17772,82760,36,53,3,Salaried,M,Chinese,27,1.5523,0.5965,1,0
LIV-02365,2025-2026 (Live),34,18551,107178,36,209,0,Self-Employed,M,Chinese,9,1.9258,0.6968,1,1
LIV-02366,2025-2026 (Live),66,37226,130383,12,164,3,Salaried,F,Malay,12,3.5025,0.6251,1,0
LIV-02367,2025-2026 (Live),55,69855,115837,36,171,1,Self-Employed,F,Chinese,24,0.5527,0.6035,1,0
LIV-02368,2025-2026 (Live),54,23951,124607,36,28,2,Salaried,F,Chinese,19,1.7342,0.768,1,1
LIV-02369,2025-2026 (Live),54,110010,12135,24,81,2,Self-Employed,F,Chinese,15,0.0552,0.6392,1,0
LIV-02370,2025-2026 (Live),60,25566,128280,36,116,2,Self-Employed,F,Chinese,18,1.6725,0.5769,1,1
LIV-02371,2025-2026 (Live),34,60172,176548,36,11,0,Unemployed,M,Chinese,17,0.978,0.1987,0,1
LIV-02372,2025-2026 (Live),38,27336,162717,60,148,4,Contract,M,Chinese,14,1.1905,0.4606,1,1
LIV-02373,2025-2026 (Live),30,95682,56110,36,39,1,Self-Employed,F,Chinese,10,0.1955,0.7282,1,1
LIV-02374,2025-2026 (Live),34,148014,98169,60,29,0,Self-Employed,M,Chinese,20,0.1326,0.9241,1,0
LIV-02375,2025-2026 (Live),37,63482,145833,24,63,0,Salaried,F,Chinese,22,1.1486,0.5915,1,0
LIV-02376,2025-2026 (Live),58,28271,112797,48,40,4,Unemployed,F,Chinese,27,0.9975,0.2512,0,1
LIV-02377,2025-2026 (Live),51,23945,142682,60,78,3,Self-Employed,M,Chinese,2,1.1917,0.7024,1,0
LIV-02378,2025-2026 (Live),60,26709,42860,48,226,3,Salaried,M,Chinese,16,0.4012,0.6312,1,1
LIV-02379,2025-2026 (Live),54,31400,107277,48,46,2,Contract,M,Chinese,6,0.8541,0.745,1,1
LIV-02380,2025-2026 (Live),61,29264,174302,36,219,0,Self-Employed,F,Indian,5,1.9854,0.6703,1,0
LIV-02381,2025-2026 (Live),27,97939,67427,60,3,4,Self-Employed,M,Malay,1,0.1377,0.5384,1,1
LIV-02382,2025-2026 (Live),33,45764,144497,84,155,4,Salaried,M,Indian,26,0.4511,0.6788,1,0
LIV-02383,2025-2026 (Live),23,60876,22373,36,93,3,Contract,F,Chinese,7,0.1225,0.7793,1,0
LIV-02384,2025-2026 (Live),54,18914,84682,60,175,4,Contract,M,Indian,7,0.8954,0.7002,1,0
LIV-02385,2025-2026 (Live),36,34141,67216,36,56,3,Salaried,F,Malay,13,0.6563,0.5723,1,1
LIV-02386,2025-2026 (Live),38,63453,169353,60,120,3,Self-Employed,F,Chinese,5,0.5338,0.4151,0,1
LIV-02387,2025-2026 (Live),56,31907,155122,48,218,5,Salaried,M,Chinese,20,1.2154,0.6452,1,0
LIV-02388,2025-2026 (Live),52,52125,10214,60,15,0,Contract,M,Chinese,18,0.0392,0.823,1,1
LIV-02389,2025-2026 (Live),51,32690,142906,12,95,5,Self-Employed,F,Malay,23,4.3716,0.44,0,0
LIV-02390,2025-2026 (Live),59,92384,85659,36,139,1,Unemployed,F,Chinese,8,0.3091,0.6139,1,0
LIV-02391,2025-2026 (Live),37,42868,115732,12,235,5,Salaried,F,Chinese,15,2.6997,0.6375,1,0
LIV-02392,2025-2026 (Live),63,28567,94747,84,54,2,Salaried,F,Chinese,16,0.4738,0.6634,1,1
LIV-02393,2025-2026 (Live),66,51901,9686,36,163,1,Contract,F,Chinese,9,0.0622,0.8644,1,0
LIV-02394,2025-2026 (Live),61,51986,179373,48,142,4,Salaried,M,Chinese,16,0.8626,0.6287,1,0
LIV-02395,2025-2026 (Live),38,79193,145536,48,146,5,Salaried,M,Chinese,6,0.4594,0.5596,1,1
LIV-02396,2025-2026 (Live),28,19157,154736,48,145,1,Contract,F,Chinese,11,2.0193,0.6668,1,1
LIV-02397,2025-2026 (Live),26,23175,17148,48,217,1,Salaried,F,Chinese,13,0.185,0.8407,1,0
LIV-02398,2025-2026 (Live),61,49378,173045,36,202,3,Salaried,F,Chinese,2,1.1682,0.6593,1,0
LIV-02399,2025-2026 (Live),48,29668,50636,24,221,0,Salaried,F,Chinese,17,0.8534,0.8101,1,0
LIV-02400,2025-2026 (Live),22,46543,143831,36,155,4,Self-Employed,F,Chinese,2,1.0301,0.4205,0,0
LIV-02401,2025-2026 (Live),23,49484,141223,36,183,2,Salaried,M,Chinese,13,0.9513,0.7526,1,0
LIV-02402,2025-2026 (Live),25,23446,99770,48,150,3,Unemployed,M,Chinese,19,1.0638,0.2695,0,1
LIV-02403,2025-2026 (Live),22,50714,36324,36,206,2,Salaried,M,Malay,1,0.2388,0.8434,1,0
LIV-02404,2025-2026 (Live),50,29902,20569,12,111,0,Contract,M,Chinese,5,0.6879,0.7227,1,0
LIV-02405,2025-2026 (Live),42,15131,126125,24,10,1,Self-Employed,M,Chinese,23,4.1678,0.5082,1,1
LIV-02406,2025-2026 (Live),63,41877,50921,48,170,5,Self-Employed,M,Chinese,25,0.304,0.615,1,0
LIV-02407,2025-2026 (Live),56,32329,96543,24,84,1,Salaried,M,Chinese,16,1.4931,0.73,1,0
LIV-02408,2025-2026 (Live),55,27958,125995,12,127,0,Salaried,M,Chinese,6,4.5066,0.7129,1,1
LIV-02409,2025-2026 (Live),60,45288,163394,60,44,4,Contract,M,Chinese,14,0.7216,0.587,1,0
LIV-02410,2025-2026 (Live),23,58231,104872,12,38,3,Unemployed,M,Chinese,8,1.801,0.2609,0,1
